test_id,subtest,cyc,stored_E,f_val,op_code,result,uf,ovf,rollover,extra
13,0,125,13,61,3,0,1,0,0,0
13,1,125,13,61,3,893,0,0,0,893
13,2,125,13,61,1,925,0,0,1,0
13,3,125,13,61,3,829,0,0,0,0
13,0,126,13,62,3,0,1,0,0,0
13,1,126,13,62,3,894,0,0,0,894
13,2,126,13,62,1,926,0,0,1,0
13,3,126,13,62,3,830,0,0,0,0
13,0,127,13,63,3,0,1,0,0,0
13,1,127,13,63,3,895,0,0,0,895
13,2,127,13,63,1,927,0,0,1,0
13,3,127,13,63,3,831,0,0,0,0
13,0,128,14,0,3,0,1,0,0,0
13,1,128,14,0,3,896,0,0,0,896
13,2,128,14,0,1,896,0,0,0,0
13,3,128,14,0,3,832,0,0,0,0
13,0,129,14,1,3,0,1,0,0,0
13,1,129,14,1,3,897,0,0,0,897
13,2,129,14,1,1,898,0,0,0,0
13,3,129,14,1,3,833,0,0,0,0
13,0,130,14,2,3,0,1,0,0,0
13,1,130,14,2,3,898,0,0,0,898
13,2,130,14,2,1,900,0,0,0,0
13,3,130,14,2,3,834,0,0,0,0
13,0,131,14,3,3,0,1,0,0,0
13,1,131,14,3,3,899,0,0,0,899
13,2,131,14,3,1,902,0,0,0,0
13,3,131,14,3,3,835,0,0,0,0
13,0,132,14,4,3,0,1,0,0,0
13,1,132,14,4,3,900,0,0,0,900
13,2,132,14,4,1,904,0,0,0,0
13,3,132,14,4,3,836,0,0,0,0
13,0,133,14,5,3,0,1,0,0,0
13,1,133,14,5,3,901,0,0,0,901
13,2,133,14,5,1,906,0,0,0,0
13,3,133,14,5,3,837,0,0,0,0
13,0,134,14,6,3,0,1,0,0,0
13,1,134,14,6,3,902,0,0,0,902
13,2,134,14,6,1,908,0,0,0,0
13,3,134,14,6,3,838,0,0,0,0
13,0,135,14,7,3,0,1,0,0,0
13,1,135,14,7,3,903,0,0,0,903
13,2,135,14,7,1,910,0,0,0,0
13,3,135,14,7,3,839,0,0,0,0
13,0,136,14,8,3,0,1,0,0,0
13,1,136,14,8,3,904,0,0,0,904
13,2,136,14,8,1,912,0,0,0,0
13,3,136,14,8,3,840,0,0,0,0
13,0,137,14,9,3,0,1,0,0,0
13,1,137,14,9,3,905,0,0,0,905
